characterId,name,realName,gender,status,dob,dod
1010,Earl,Earl,Male,Alive,,
1011,Earl Scarfe,Earl Scarfe,Male,Deceased,,
1012,Ebony Maw,Ebony Maw,Male,Deceased,,Spring 2018
1013,Ebony Maw/Cosmic Time Heist,Ebony Maw,Male,Deceased,,October 2023 (time-traveled from August 2014)
1014,Ebony Maw/Ravager T'Challa,Ebony Maw,Male,Deceased,,2008
1015,Ebony Maw/Zombie Outbreak,Ebony Maw,Male,Deceased,,Spring 2018
1016,Echo,Maya Lopez,Female,Alive,1999–2000[2],
1017,Ed,Ed,Male,Alive,,
1018,Ed King,Ed King,Male,Alive,,
1019,Ed Zatner,Ed Zatner,Male,Alive,,
1020,Eddie (Arena Club),Eddie,Male,Alive,,
1021,Eddie (Mercenary),Eddie,Male,Deceased,,Spring 2018
1022,Eddie Axton,Eddie Axton,Male,Alive,,
1023,Eddie Brock,Edward Charles Allan Brock,Male,Alive,,
1024,Eddy Costa,Edward Costa,Male,Alive,,
1025,Eden Fesi,Eden Fesi,Male,Alive,,
1026,Edgar Brass,Edgar Brass,Male,Alive,,
1027,Edison Po,Edison Po,Male,Deceased,,Dec-13
1028,Edith Barton,Edith Barton,Female,In Custody,,
1029,Edith Oberon,Edith Oberon,Female,Alive,,
1030,Edward Drogin,Edward Drogin,Male,Unknown,,
1031,Edward Nelson,Edward Nelson,Male,Alive,,
1032,Edward Tate,Edward Tate,Male,Deceased,,
1033,Edward Thompson,Edward Thompson,Male,Possessed,,
1034,Edwards,Edwards,Male,Alive,,
1035,Edwin Abbott,Edwin Abbott,Male,Deceased,,Apr-16
1036,Edwin Dunlap,Edwin Dunlap,Male,Deceased,,"October 28, 2017[1]"
1037,Edwin Jarvis,Edwin Jarvis,Male,Deceased,April 1913-April 1914,
1038,Edwin Jarvis/Camp Lehigh Time Heist,Edwin Jarvis,Male,Alive,,
1039,Ego,Ego,Male,Deceased,,Oct-14
1040,Ego/Age of Ultron,Ego,Male,Deceased,,
1041,Ego/Ravager T'Challa,Ego,Male,Alive,,
1042,Eiffel,Eiffel,Female,Alive,,
1043,Eileen Mercer,Eileen Mercer,Female,Deceased,,
1044,Eileen Vasquez,Eileen Vasquez,Female,Alive,,
1045,Einherjar Guard,,Male,Deceased,,"November 14, 2013[1][2]"
1046,Einherjar Lieutenant,,Male,Unknown,,
1047,Eir,Eir,Female,Alive,,
1048,Eitri,Eitri,Male,Alive,,
1049,Elaine Walters,Elaine Ann Banner (birth name)Elaine Ann Walters,Female,Alive,,
1050,Eldrac,Eldrac,Male,Deceased,,2016
1051,Eldridge,Eldridge,Male,Alive,,
1052,Eleanor Bishop,Eleanor Bishop,Female,In Custody,,
1053,Electro,Maxwell Dillon,Male,Alive,,
1054,Elektra,Elektra Natchios (adoptive name),Female,Unknown,,November 2015 (later resurrected)
1055,Elena,Elena,Female,Alive,,
1056,Elena Cardenas,Elena Cardenas,Female,Deceased,,Early 2015
1057,Elena Chavez,Elena Chavez,Female,Unknown,,
1058,Eli Bradley,Elijah Bradley,Male,Alive,,
1059,Eli Morrow,Elias W. Morrow,Male,Deceased,,"April 12, 2017"
1060,Elias,Elias,Male,Deceased,,Fall 2014
1061,Elias Spector,Elias Spector,Male,Alive,,
1062,Elias Wirtham,Elias Wirtham,Male,Alive,,
1063,Elihas Starr,Elihas Starr,Male,Deceased,,
1064,Elijah Cortez,Elijah Cortez,Male,Alive,1944-1946,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1065,Elijah Fordham,Elijah Fordham,Male,In Custody,,
1066,Eliza,Eliza,Female,Alive,,
1067,Eliza Schultz,Eliza Schultz,Female,Deceased,,Spring 2018
1068,Elizabeth Albee,Elizabeth Albee,Female,Alive,,
1069,Elizabeth De Luca,Elizabeth De Luca,Female,Deceased,,Spring 2015
1070,Elkin,Elkin,Male,Alive,,
1071,Ella James,Ella James,Female,Alive,,
1072,Elle Dean,Elle Dean,Female,Alive,Feb-18,
1073,Ellen,Ellen,Female,Alive,,
1074,Ellen Brandt,Ellen Brandt,Female,Deceased,,"December 23, 2012"
1075,Ellen King,Ellen King,Female,Alive,,
1076,Ellen Nadeer,Ellen Nadeer,Female,Deceased,,Apr-17
1077,Ellie Chung,Ellie Chung,Female,Alive,,
1078,Elling,Elling,Male,Alive,,
1079,Elliot,Elliot,Male,Alive,,
1080,Elliot James,Elliot James,Male,Alive,,
1081,Elliot Litton,Elliot Litton,Male,Alive,,
1082,Elliot Randolph,,Male,Alive,,
1083,Ellis,Ellis,Male,Deceased,,
1084,Elmer,Elmer,Male,Alive,,
1085,Eloise,Eloise,Female,Alive,,
1086,Eloise Foster,Elaine Foster,Female,Deceased,,
1087,Elon Musk,Elon Reeve Musk,Male,Alive,,
1088,Elton Evans,Elton Evans,Male,Alive,,
1089,Emiko Morita,Emiko Morita,Female,Unknown,,
1090,Emil,Emil,Male,Alive,,
1091,Emily (Housekeeper),Emily,Female,Alive,,
1092,Emily (Prostitute),Emily,Female,Alive,,
1093,Emily Deville,Emily Deville,Female,Alive,,
1094,Emily Wong,Emily Wong,Female,Deceased,1992-1994[1],2013-2014[1]
1095,Emma (Millennial),Emma,Female,Alive,,
1096,Emma (Victim),Emma,Female,Alive,,
1097,Emmett Dooley,Emmett Dooley,Male,Alive,,
1098,Englishman,,Male,Deceased,,Late 2013
1099,Enkidu,Enkidu,Male,Deceased,,575 B.C.
1100,Enoch,Enoch,None (masculine appearance & voice),Deceased,,Unidentified (in the Time Storm)
1101,Enoch/Destroyed Earth,Enoch,None (masculine appearance & voice),Deceased,,2091
1102,Enrique,Enrique,Male,Alive,,
1103,Entropy,Entropy,Male,,Dawn of Time,
1104,Eric (Criminal),Eric,Male,Alive,,
1105,Eric (Hand),Eric,Male,Alive,,
1106,Eric Ambrose,Eric Ambrose,Male,Alive,,
1107,Eric Brantford,Eric Brantford,Male,Alive,,
1108,Eric Fraser,Eric Fraser,Male,Alive,,
1109,Eric Hong,Eric Hong,Male,Deceased,,Sep-17
1110,Eric Koenig,Eric Koenig,Male,Deceased,,Early 2014
1111,Eric Savin,Eric Savin,Male,Deceased,,"December 24, 2012"
1112,Erik Gelden,Erik Gelden,Male,Alive,,
1113,Erik Killmonger,N'Jadaka (birth name)Erik Stevens (legal name),Male,Deceased,,Jul-16
1114,Erik Killmonger's Mother,,Female,Deceased,,
1115,Erik Killmonger/Killmonger's War,N'Jadaka (birth name)Erik Stevens (legal name),Male,Alive (trapped in pocket dimension),,
1116,Erik Selvig,Erik Selvig,Male,Alive,,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1117,Erik Selvig/Party Prince Thor,Erik Selvig,Male,Alive,,
1118,Erika Denton,Erika Denton,Female,Alive,,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1119,Erin,Erin,Female,Alive,,
1120,Erin Bailey,Erin Bailey,Female,Alive,,
1121,Erin's Brother,,Male,Alive,,
1122,Ermon,Ermon,Male,Alive,,
1123,Ernest Koenig,Ernest Hazard Koenig,Male,Unknown,,
1124,Ernest Koenig/History Altered by Chronicoms,Ernest Hazard Koenig,Male,Alive,,
1125,Ernest Vigman,Ernest Vigman,Male,Alive,,
1126,Ernesto (Barber),Ernesto,Male,Alive,,
1127,Ernesto (Cousin),Ernesto,Male,Alive,,
1128,Ernesto (Criminal),Ernesto,Male,Deceased,,"December 3, 2015"
1129,Ernst Erskine,Ernst Erskine,Male,Alive,,
1130,Ernst Kaufmann,Ernst Kaufmann,Male,Deceased,,"June 30, 1934"
1131,Ernst Mueller,Ernst Mueller,Male,Deceased,,"April 23, 1946"
1132,Esau,Esau,None (masculine appearance & voice),Alive,,
1133,Escobar,Escobar,Male,Alive,,
1134,Eson the Searcher,Eson,Male,Alive,,
1135,Esperanza Spalding,Esperanza Emily Spalding,Female,Alive,,
1136,Espinoza,Espinoza,Male,In Custody,,
1137,Estella,Estella,Female,Alive,,
1138,Esther,Esther,Female,Alive,,
1139,Esther Falb,Esther Falb,Female,Deceased,,Late 2017[1][2]
1140,Esther Smith,Esther Smith,Female,Alive,,
1141,ESU Sniper,,Male,Alive,,
1142,Eternity,Eternity,Male,,Dawn of Time,
1143,Ethan,Ethan,Male,Alive,,
1144,Ethan Johnston,Ethan Johnston,Male,Deceased,1989,Apr-15
1145,Etienne,Etienne,Male,Alive,,
1146,Etta Lucas,Esther Lucas,Female,Deceased,,
1147,Eugene,Eugene,Male,Alive,,
1148,Eva,Eva,Female,Alive,,
1149,Eva Belyakov,Eva Belyakov (Ева Белякова),Female,Deceased,1973,2008
1150,Eva Belyakov/Framework,Eva Belyakov (Ева Белякова),Female,Deleted,April 2017 (Real World),2008 (Framework)April 2017 (Real World)
1151,Evan,Evan,Male,Alive,,
1152,Evan Declan,Evan Declan,Male,Deceased,,2016
1153,Evanora Harkness,Evanora Harkness,Female,Deceased,,1693
1154,Evans (Air Force),Evans,Female,Deceased,,Nov-17
1155,Evans (Doctor),Evans,Female,Alive,,
1156,Evans (NYPD),Evans,Male,Alive,,
1157,Evelyn,Evelyn,Female,Alive,,
1158,Everett Ross,Everett Kenneth Ross,Male,Alive,,
1159,Everett Starr,Everett Starr,Male,Deceased,,Late 2017
1160,Evetta Gorani,Evetta Gorani,Female,Alive,,
1161,Evita Fusilier,Evita Fusilier,Female,Alive,,
1162,Evita Fusilier/Tandy Bowen's Perfect Life,Evita Fusilier,Female,Alive,,
1163,Ewin Wilson,Ewin Wilson,Male,Deceased,,
1164,Executioner,Skurge,Male,Deceased,,Late 2017
1165,Extremis Fighter,,Male,Alive,,
1166,Ezekiel Shecktor,Ezekiel Shecktor,Male,Deceased,,
1167,Ezekiel Stane,Ezekiel Stane,Male,Deceased,,
1168,F.R.I.D.A.Y.,,,Active,,
1169,Fab Five Freddy,Fred Brathwaite,Male,Alive,,
1170,Fahey,Fahey,Male,Alive,,
1171,Faisal Ahmed,Faisal Ahmed,Male,Unknown,,
1172,Faith Bradley,Faith Bradley,Female,Deceased,,
1173,Faith Evans,Faith Renée JordanFaith Renée Evans (nubile name),Female,Alive,,
1174,Faizaan,Faizaan,Male,Alive,,
1175,Falcon/Zombie Outbreak,Samuel Thomas Wilson,Male,Deceased,,Spring 2018
1176,Falligar the Behemoth,Falligar,Male,Deceased,,
1177,Fandral,Fandral,Male,Deceased,,Late 2017
1178,Fandral (Asgardian Actor),,Male,Alive,,
1179,Fandral/Avengers Assassinated,Fandral,Male,Alive,,
1180,Fandral/Party Prince Thor,Fandral,Male,Alive,,
1181,Fanny,Fanny,Female,Alive,,
1182,Farah Madani,Farah Madani,Female,Alive,,
1183,Fariha,Fariha,Female,Deceased,,2025
1184,Farley,Farley,Male,Alive,,
1185,Faulnak,Faulnak,Male,Deceased,,2091
1186,FBI Skrull Agent,,Female,Alive,,
1187,Felipe,Felipe,Male,Alive,,
1188,Felix,Felix,Male,Alive,,
1189,Felix Blake,Felix Blake,Male,Alive,"March 12, 1961[1]",
1190,Felix Blake/Framework,Felix Blake,Male,Deleted,,2017
1191,Felix Manning,Felix Manning,Male,In Custody,,
1192,Fenris,Fenris,Female[2],Deceased,,Late 2017
1193,Ferdinand Lopez,Ferdinand Lopez,Male,In Custody,,
1194,Ferrara,Ferrara,Male,Alive,,
1195,Fine,Fine,Male,Alive,,
1196,Finn Cooley,Finn Cooley,Male,Deceased,,"November 1, 2015"
1197,Finn Miller,Finn Miller,Male,Alive,,
1198,Fiona,Fiona,Female,Deceased,,Spring 2018[1]
1199,Fiona Patseras,Fiona Patseras,Female,Alive,,
1200,Fiona Thomas,Fiona Thomas,Female,Deceased,,Mid-2016
1201,Fire Dragon,,Male,Deceased,,2017
1202,Fischer (General),Fischer,Male,Deceased,,April 2016[1]
1203,Fischer (NYPD),Fischer,Male,Alive,,
1204,Fisher (S.H.I.E.L.D.),Fisher,Male,Deceased,,Apr-17
1205,Fisher (SSR),Fisher,Male,Alive,,
1206,Fitzgibbon (Doctor),Fitzgibbon,Male,Alive,,
1207,Fitzgibbon (Police),Fitzgibbon,Male,Deceased,,October 2014[1]
1208,Flag Smasher,Karli Morgenthau,Female,Deceased,2004–2005[5],Spring 2024
1209,Flash Thompson,Eugene Thompson,Male,Alive,July-October 2001,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1210,Fletcher,Fletcher,Male,Alive,,
1211,Fletcher Heggs,Fletcher Heggs,Male,In Custody,,
1212,Flint,Flint,Male,Alive,2074,
1213,Flint Marko,Flint Marko,Male,Alive,,
1214,Flint/Monolith Recreation,Flint,Male,Alive,2019,
1215,Flora,Flora,Female,Alive,,
1216,Florence Schaffner,Florence Schaffner,Female,Alive,,
1217,Florence Williams,Florence Williams,Female,Possessed,,
1218,Flores (LAPD),Flores,Male,Deceased,,January 2018[2][3][4]
1219,Flores (Neighbor),Flores,Male,Alive,,
1220,Flynn,Flynn,Male,Alive,,
1221,Foggy Nelson,Franklin Percy Nelson,Male,Alive,"July 10, 1980[13]",
1222,Foley,Foley,Male,Alive,,
1223,Ford (Doctor),Ford,Female,Alive,,
1224,Ford (S.H.I.E.L.D.),Ford,Male,Deceased,,"July 4, 1976"
1225,Ford (S.H.I.E.L.D.)/Chronicom,,None (masculine appearance & voice),Deceased,,"July 4, 1976"
1226,Ford (SSR),Ford,Male,Alive,,
1227,Fortner,Fortner,Male,Deceased,,Apr-15
1228,Foster (Agent),Foster,,Deceased,,
1229,Foster (Biker),Foster,Male,Alive,,
1230,Foster (Damage Control),Foster,Male,Alive,,
1231,Fox,Fox,Male,Deceased,,Mid-2019
1232,Fran,Fran,Female,Alive,,
1233,Frances,Frances,Female,Alive,,
1234,Francine,Francine,Female,Alive,,
1235,Francis,Francis,Male,Alive,,
1236,Francis Noche,Francis Noche,Male,In Custody,,
1237,Francis Xavier Delgado,Francis Xavier Delgado,Male,Alive,,
1238,Francisco Rodriguez,Francisco Rodriguez,Male,Deceased,"March 23, 1990[citation needed]",Mar-16
1239,Franco,Franco,Male,Alive,,
1240,Frank (Bartender),Frank,Male,Alive,,
1241,Frank (Homeless Veteran),Frank,Male,Alive,,
1242,Frank (Pym Technologies),Francis,Male,Deceased,,Jul-15
1243,"Frank Castle, Jr.",Francis David Castle Jr.,Male,Deceased,,"April 4, 2015"
1244,Frank Choi,Frank Choi,Male,Alive,,
1245,Frank Dean,Frank Dean,Male,Alive,,
1246,Frank Delacourt,Frank Delacourt,Male,Deceased,,2013
1247,Frank Levin,Frank Levin,Male,Deceased,,Apr-15
1248,Frank Robbins,Frank Robbins,Male,Alive,,
1249,Frank Whalen,Frank Whalen,Male,Deceased,,Late 2013
1250,Frankie,Frankie,Female,Alive,,
1251,Franklin,Franklin,Male,Unknown,,
1252,Franklin D. Roosevelt,Franklin Delano Roosevelt,Male,Deceased,,
1253,Franklin D. Roosevelt/History Altered by Chronicoms,Franklin Delano Roosevelt,Male,Alive,,
1254,Franklin D. Roosevelt/Super Soldier Peggy Carter,Franklin Delano Roosevelt,Male,Alive,,
1255,Franklin Hall,Franklin Hall,Male,Deceased,,Late 2013
1256,Franny,Franny,Female,Alive,,
1257,Fred,,Male,Alive,,
1258,Fred (Janitor),Fred,Male,Alive,,
1259,Fred Wells,Fred Wells,Male,Alive,,
1260,Freddie Bones,Freddie Bones,Male,Deceased,,
1261,Frederick,Frederick,Male,Deceased,,Mar-17
1262,Fredo Diaz,Wilfredo Diaz Sr.,Male,Deceased,,
1263,Fremont,Fremont,Male,Alive,,
1264,Friendly Neighborhood Spider-Man,Peter Benjamin Parker,Male,Alive,,
1265,Frigga,Frigga,Female,Deceased,,"November 12, 2013[1][2]"
1266,Frigga/Asgard Time Heist,Frigga,Female,Alive,,
1267,Frigga/New York Time Heist,Frigga,Female,Alive,,
1268,Frigga/Party Prince Thor,Frigga,Female,Alive,,
1269,Frog-Man,Eugene Paul Patilio,Male,Alive,,
1270,Frost Giant Loki,Loki Laufeyson,Fluid (masculine appearance),Unknown,,
1271,Fyodor,Fyodor (Фёдор),Male,Alive,,
1272,G. Doherty,G. Doherty,Male,Alive,,
1273,G. Ellison,G. Ellison,Male,Alive,,
1274,G. Richardson,G. Richardson,,Deceased,,2016
1275,G.H.,,Male,Deceased,,
1276,Gabe Hillman,Gabriel Hillman,Male,Alive,,
1277,Gabe Jones,Gabriel Jones,Male,Alive,"August 14, 1918[2]",
1278,Gabe Jones/History Altered by Chronicoms,Gabriel Jones,Male,Alive,,
1279,Gabe Jones/Super Soldier Peggy Carter,Gabriel Jones,Male,Alive,,
1280,Gabe Krasner,Gabe Krasner,Male,Alive,,
1281,Gabe Reyes,Gabriel Reyes,Male,Alive,,
1282,Gabe Wilson Jr.,"Gabe Willow Wilson, Jr.",Male,Alive,,
1283,Gabe Wilson Sr.,"Gabe Willow Wilson, Sr.",Male,Deceased,,
1284,Gabi,Gabi,Male,Deceased,,Nov-16
1285,Gabriel,Gabriel,Male,Alive,,
1286,Gabriel Soto,Gabriel Soto,Male,Alive,,
1287,Gabriella Rosetti,Gabriella Rosetti,Female,Alive,,
1288,Gahiji,Gahiji,Male,Deceased,,
1289,Gaius Ponarian,Gaius Ponarian,Male,Alive,,
1290,Galaga Guy,,Male,Alive,,Spring 2018[1][2][3] (resurrected by Hulk in 2023)
1291,Gale,Gale,Male,Alive,,
1292,Gallagher,Gallagher,Female,Alive,,
1293,Gallo,Gallo,Female,Alive,,
1294,Gamora,Gamora Zen Whoberi Ben Titan,Female,Deceased,,Spring 2018
1295,Gamora's Mother,,Female,Deceased,,1990s
1296,Gamora/Age of Ultron,Gamora Zen Whoberi Ben Titan,Female,Deceased,,
1297,Gamora/Cosmic Time Heist,Gamora Zen Whoberi Ben Titan,Female,Alive[1],,
1298,Gamora/Daughter of Thanos,Gamora Zen Whoberi Ben Titan,Female,Alive,,
1299,Gamorr,Gamorr,Male,Alive,,
1300,Gao Lei,Gao Lei,Male,Deceased,,"March 28, 2024[1]"
1301,Garcia (Agent),Garcia,Male,Deceased,,
1302,Garcia (Veteran),Garcia,Female,Alive,,
1303,Garfield Fleming,Garfield Fleming,Male,Alive,,
1304,Gargantos,Gargantos,,Deceased,,Late 2024
1305,Garrett,Garrett,Male,Alive,,
1306,Garrison,Garrison,Female,Alive,,
1307,Garthan Saal,Garthan Saal,Male,Deceased,,August 2014[1]
1308,Gary (Anger Management),Gary,Male,Alive,,
1309,Gary (Cameraman),Gary,Male,Alive,,
1310,Gary (Catering Captain),Gary,Male,Alive,,
1311,Gary (Doctor),Gary,Male,Alive,,
1312,Gary (Driver),Gary,Male,Alive,,
1313,Gary (Goat),Gary,Male,Alive,,
1314,Gary (Henchman),Gary,Male,Deceased,,Feb-16
1315,Gary (Supervisor),Gary,Male,Alive,,
1316,Gary Clark Jr.,Gary Lee Clark Jr.,Male,Alive,,
1317,Gary Feinstein,Gary Feinstein,Male,Alive,,
1318,Gary Hendricks,Gary Hendricks,Male,Alive,,
1319,Gary Tower,Gary Tower,Male,Alive,,
1320,Gef,Gef,Male,Deceased,,October 2014[1]
1321,Gene Hernandez,Gene Hernandez,Male,Deceased,,Late 2007[1]
1322,Gene Hernandez/Dark Dimension,Gene Hernandez,Male,Unknown,,
1323,Gene Williams,Gene Williams,Male,Alive,,
1324,Genesis,,Female,Alive,,
1325,Gennady Markov,Gennady Markov (Геннадий Марков),Male,Deceased,,Early 2012
1326,Geno,Geno,Male,Deceased,,Spring 2018
1327,Geoff Zorick,Geoff Zorick,Male,Alive,,
1328,Geoffrey Canada,Geoffrey Canada,Male,Alive,,
1329,Geoffrey Wilder,Geoffrey Wilder,Male,Alive,,
1330,George (Kitchen Irish),George,Male,Deceased,,"November 2, 2015"
1331,George (Tramp),George,Male,Alive,,
1332,George Ashland,George Ashland,Male,Alive,,
1333,George Bach,George Bach,Male,Alive,,
1334,George Barnes,George Barnes,Male,Deceased,,
1335,George Cheryl,George Cheryl,Male,Alive,,
1336,George H. W. Bush,George Herbert Walker Bush,Male,Deceased,,
1337,George Kotsiopoulos,George Kotsiopoulos,Male,Alive,,
1338,George Stephanopoulos,George Robert Stephanopoulos,Male,Alive,,
1339,George Talbot,George Talbot,Male,Alive,2003–2004[2],
1340,Georges Batroc,Georges Batroc,Male,Deceased,"May 19, 1981[1]",Spring 2024
1341,Georges Batroc/Super Soldier Peggy Carter,Georges Batroc,Male,Alive,,
1342,Georgi Luchkov,Georgi Luchkov (Георгий Лучков),Male,Alive,,
1343,Gerald (Alpaca),Gerald,Male,Alive,,
1344,Gerald (Butler),Gerald,Male,Alive,,
1345,Gerald Durand,Gerald Durand,Male,In Custody,,
1346,Gerald Sharpe,Gerald Sharpe,Male,Alive,,
1347,Gerber,Gerber,Male,Deceased,,Early 2012
1348,Gerlach,Gerlach,Male,Alive,,
1349,German Old Man,,Male,Alive,,
1350,Gert Yorkes,Gertrude Yorkes,Female,Alive,Early 2001,
1351,Gert Yorkes/Healing Algorithm,Gertrude Yorkes,Female,Deleted,,Jan-18
1352,Gert Yorkes/Time-Travelling Runaways,Gertrude Yorkes,Female,Deceased,Early 2001,2018
1353,Ghost,Ava Starr,Female,Alive,,
1354,Ghost Rider,Roberto Reyes,Male,Alive,,Early 2012 (later resurrected)
1355,Ghostface Killah,Dennis David Coles,Male,Alive,,
1356,Giant Pet Ant,,Female,Alive,,
1357,Gibbs,Gibbs,,Alive,,
1358,Gibson,Gibson,Male,Alive,,
1359,Gideon Green,Gideon Green,Male,Alive,,
1360,Gideon Malick,Gideon Malick,Male,Deceased,,"April 26, 2016"
1361,Gideon Malick/Framework,Gideon Malick,Male,Deleted,,2017
1362,Gideon Malick/History Altered by Chronicoms,Gideon Malick,Male,Alive,,
1363,Gideon Shaw,Gideon Shaw,Male,In Custody,,
1364,Gigi,Gigi,Female,Deceased,,Spring 2024
1365,Gil (Corvus),Gil,Male,Alive,,
1366,Gil (Hand),Gil,Male,Alive,,
1367,Gilbert O'Conner,Gilbert O'Conner,Male,Alive,,
1368,Gilgamesh,Gilgamesh,Male,Deceased,,Late 2023
1369,Gillian,Gillian,Female,Alive,,
1370,Gilmore Hodge,Gilmore Hodge,Male,Alive,,
1371,Gina,Gina,Female,Alive,,
1372,Gino DeLucia,Gino DeLucia,Male,Deceased,,"April 18, 1946"
1373,Giorgio,Giorgio,Male,Alive,,
1374,Giuliana Rancic,Giuliana Rancic,Female,Alive,,
1375,Glamshades Loki,Loki Laufeyson,Fluid (masculine appearance),Alive,,
1376,Glenn Talbot,Glenn Talbot,Male,Deceased,,Spring 2018
1377,Glenn Talbot/Destroyed Earth,Glenn Talbot,Male,Deceased,,2018
1378,Gloria,Gloria,Female,Alive,,
1379,Good,Good,Male,Alive,,
1380,Goodman,Goodman,Female,Alive,,
1381,Goodwin,Goodwin,Male,Alive,,
1382,Goose,Goose,Female,Alive,,
1383,Goose/Party Prince Thor,Goose,Female,Alive,,
1384,Gor,Gor,Male,Alive,,
1385,Gordon,Gordon,Male,Deceased,,May-15
1386,Gordon/Framework,Gordon,Male,Deceased,,
1387,Gordon/History Altered by Chronicoms,Gordon,Male,Deceased,,Fall 1983
1388,Gorfrad,Gorfrad,Male,Alive,,
1389,Gorgon,Gorgon Petragon,Male,Alive,,2016[3] (later resurrected)
1390,Gorman,Gorman,Female,Alive,,
1391,Gorr the God Butcher,Gorr,Male,Deceased,,2024
1392,Gosnell,Gosnell,Male,Deceased,,Nov-15
1393,Government Official,,Male,Alive,,
1394,Grace,Grace,Female,Alive,,
1395,Grace (Mother),Grace,Female,Alive,,
1396,Grace James,Grace James,Female,Alive,,
1397,Grace Mulcahey,Grace Mulcahey,Female,Alive,,
1398,Graciela Aguirre,Graciela Aguirre,Female,Deceased,"April 23, 1964[1]",December 2017[3][4][5]
1399,Grady,Grady,Male,Deceased,,
1400,Grady/History Altered by Chronicoms,Grady,Male,Alive,,
1401,Graham (Child),Graham,Male,Alive,,
1402,Graham (Soldier),Graham,Male,Alive,,
1403,Graham Dijoni,Graham Dijoni,Male,Alive,,
1404,Grandmaster,En Dwi Gast,Male,Alive,,
1405,Grandmaster/Age of Ultron,En Dwi Gast,Male,Deceased,,
1406,Grandmaster/Party Prince Thor,En Dwi Gast,Male,Alive,,
1407,Grant Ward,Grant Douglas Ward,Male,Deceased,"January 7, 1983[24]",Early 2016
1408,Grant Ward's Father,Ward,Male,Deceased,,Mar-15
1409,Grant Ward's Mother,Ward,Female,Deceased,,Mar-15
1410,Grant Ward's Sister,Ward,Female,Unknown,,
1411,Grant Ward/Framework,Grant Douglas Ward,Male,Deleted,2017 (Real World),2017
1412,Grant Ward/History Altered by Chronicoms,Grant Douglas Ward,Male,Alive,"January 7, 1983",
1413,Great Protector,,Female,Alive,,
1414,Green,Green,Male,Alive,,
1415,Green Goblin,Norman Virgil Osborn,Male,Alive,,
1416,Greer,Greer,Female,Alive,,
1417,Greg Pak,Gregory Pak,Male,Alive,,
1418,Greg Pressfield,Greg Pressfield,Male,Deceased,,February 2017[1][2][3][4]
1419,Gregory,Gregory,Male,Alive,,
1420,Gregory Sallinger,Gregory P. Sallinger,Male,Deceased,1985-1986,Spring 2018
1421,Gregory Spheeris,Gregory Spheeris,Male,Alive,,
1422,Gregory Tepper,Gregory Tepper,Male,Deceased,,Nov-15
1423,Grem,Grem,Male,Alive,,
1424,Greta Erskine,Greta Erskine,Female,Deceased,,"December 12, 1937[1]"
1425,Gretchen,Gretchen,Female,Alive,,
1426,Griffin Sinclair,Griffin Sinclair,Male,Alive,,
1427,Grigori Veznikov,Grigori Veznikov (Григорий Везников),Male,Alive,,
1428,Grill,Grill,Male,Deceased,,2091
1429,Grills,Gilbert,Male,Alive,,
1430,Griot,,,Active,,
1431,Groot,Groot,Male,Deceased (original)Alive (offspring),August 2014 (offspring),August 2014 (original)Spring 2018 (offspring; resurrected by Hulk in 2023)
1432,Grotto,Elliot Grote,Male,Deceased,,Fall 2015
1433,Grundroth,Grundroth,Male,Deceased,,"June 2, 2010[1][2][3]"
1434,Guang Bo,Guang Bo (光伯),Male,Deceased,,"April 4, 2024"
1435,Guido Carboni,Guido Carboni,Male,In Custody,,
1436,Gunner,Gunner,Male,Alive,,
1437,Gunner Henderson,Gunner Henderson,Male,Deceased,,"November 20, 2016"
1438,Gunner's Wife,,Female,Alive,,
1439,Gus,Gus,Male,Alive,,
1440,Gus (Fish),Gus,Male,Alive,,
1441,Gutes Guterman,Gutes Guterman,Male,Alive,,
1442,Gwen McIver,Gwen McIver,Female,Deceased,,
1443,Habooska the Horrible,Habooska the Horrible,Male,Deceased,,2024
1444,Haddox,,Male,Alive,,
1445,Hademar Zemo,Hademar Zemo,Male,Deceased,,
1446,Hai-Qing Yang,杨海清 (Yang Hai-Qing),Male,Deceased,,Late 2017
1447,Hailstrum,Hailstrum,Male,Deceased,,"May 30, 2010[1][2][3]"
1448,Hajid,Hajid,Male,Unknown,,
1449,Hajo,Hajo,Male,Deceased,,Late 2017[1][2]
1450,Haldier,Haldier,Male,Alive,,
1451,Haldor,Haldor,Male,Deceased,,
1452,Hale,Hale,Female,Deceased,,Spring 2018
1453,Halfnut,Halfnut,Nonbinary,Deceased,,October 2014[1]
1454,Hameed,Hameed,Male,Alive,,
1455,Hamid Madani,Hamid Madani,Male,Alive,,
1456,Hamir,Hamir,Male,Unknown,,
1457,Hank (Bodyguard),Hank,Male,Deceased,,Spring 2015
1458,Hank (Manfredi Crime Family),Hank,Male,Unknown,,
1459,Hank (Roxxcart),Hank,Male,Unknown,,
1460,Hank Pym,Henry Jonathan Pym,Male,Alive,1940s-1950s,Spring 2018 (victim of the Snap; resurrected by Hulk in 2023)
1461,Hank Pym/Camp Lehigh Time Heist,Henry Jonathan Pym,Male,Alive,,
1462,Hank Pym/Zombie Outbreak,Henry Jonathan Pym,Male,Zombified,,
1463,Hank Thompson,Cameron Klein,Male,Alive,,
