locationId,name,state,continent
645,Geoff Zorick's Mansion,"San Jose, California",North America
646,George Washington Bridge,"New York City, New York",North America
647,George Washington High School,"Brooklyn, New York City, New York",North America
648,Georgetown,Guyana,South America
649,Georgia,Earth,AsiaEurope
650,Georgia (state),United States of America,North America
651,Geosciences Research Center,"Los Angeles, California",North America
652,Germany,Earth,Europe
653,Ghana,Earth,Africa
654,Ghazni,Afghanistan,Asia
655,Ghirardelli Square,"900 North Point Street,San Francisco, California",North America
656,Ghost's Hideout,California,
657,Gibborim (planet),,
658,Gibraltar,United Kingdom,Europe
659,Gideon Malick's Penthouse,"Lisbon, Portugal",
660,Ginnungagap,,
661,Girona,Girona,Girona
662,Giza,"Egypt, Africa",Africa
663,Giza Pyramid Complex,"Giza, Egypt",Africa
664,Glasgow,United Kingdom,Europe
665,Glendale,"Arizona, United States of America",North America
666,Glenfinnan Viaduct,"Scotland, United Kingdom",Europe
667,Glitter Gutter Club,New Orleans,North America
668,Gloucestershire,South West England,Europe
669,Gobi Desert,Mongolia,Asia
670,Godthab Omega,,
671,Goldbrix Tavern,"Boston, Massachusetts",North America
672,Golden City,Wakanda,Africa
673,Golden Daggers Club,"Macau, China",Asia
674,Golden Forge,Asgard,
675,Golden Gate Bridge,"San Francisco, CaliforniaVoid (alternate universe)",North America
676,Golden Sands,"39 East Broadway, Chinatown, New York City, New York[1]",North America
677,Golden Tigers' Hideout,"New York City, New York",North America
678,Golden Tigers' Nightclub,"17th St. & Ditmas Ave, New York City, New York",North America
679,Goldie's Gym,"New York City, New York",North America
680,Good Rest Motel,Michigan,North America
681,Goodman University,"Los Angeles, California",North America
682,Gordon Hotel,"Los Angeles, California",North America
683,Gorilla City,"Jabari Land, Wakanda",Africa
684,Gothic Renaissance,"New York City, New York",North America
685,Government Storage Warehouse,"Arlington, Virginia",North America
686,Gower Car Wash,"Los Angeles, California",North America
687,Goyang,South Korea,Asia
688,Grace’s House,"New Asgard, Norway",Europe
689,Graciela Aguirre's Residence,"6435 Hutchins Avenue, Montebello, California",North America
690,Grand Arena,"Sakaar City, Sakaar",
691,Grand Canyon,"Arizona, United States of America",North America
692,Grand Central Terminal,"New York City, New York",North America
693,Grandmaster Palace,"Sakaar City, Sakaar",
694,Graniteville Diner,"New York City, New York",North America
695,Grant Ward's HYDRA Warehouse,,
696,Grass Jelly Dimension,Multiverse,
697,Grayburn College,"New York City, New York",North America
698,GRC New York Headquarters,"New York City, New York",North America
699,Great Mound,"Mount Bashenga, Wakanda",Africa
700,Great Orme,"Wales, United Kingdom",Europe
701,Great Pyramid of Giza,"Giza Pyramid Complex, Giza, EgyptAlternate Universe:Void",Africa
702,Great Sphinx of Giza,"Giza Pyramid Complex, Giza, EgyptAlternate Universe:Void",Africa
703,Great Wall of China,China,Asia
704,Greece,Earth,Europe
705,Green Bay,"Wisconsin, United States of America",North America
706,Green-Wood Cemetery,"New York City, New York",North America
707,Greenland,Earth,North America (physiographically)Europe (politically)
708,Greensboro,"North Carolina, United States of America",North America
709,Greenwich University,"London, United Kingdom",Europe
710,"Greg Pressfield, ESQ. Law Office","New Orleans, Louisiana",North America
711,Gregory Sallinger's Apartment,"New York City, New York",North America
712,Griffith Observatory,"Los Angeles, California",North America
713,Grills' Apartment,"New York City, New York",North America
714,GrubMates,"Los Angeles, California",North America
715,GT Agrochemical Facility,"Michigan, United States of America",North America
716,Guadalcanal,Solomon Islands,Oceania
717,Guantanamo Bay,Cuba,North America
718,Guatemala,Earth,North America
719,Guernica,Spain,Europe
720,Guest House,,North America
721,Guizhou,China,Asia
722,Gulmira,Afghanistan,Asia
723,Guyana,Earth,South America
724,Gwen's,"Brooklyn, New York City, New York",North America
725,Hackensack,"New Jersey, United States of America",North America
726,Haiti,Earth,North America
727,Hala,,
728,Halfway House Cafe,Delaware,North America
729,Halfworld,Keystone Quadrant,
730,Halifax,Nova Scotia,North America
731,Hall of Asgard,Asgard,
732,Hamburg,Germany,Europe
733,Hamilton County Memorial Hall,"Chattanooga, Tennessee",North America
734,Hammer Industries Headquarters,"Queens, New York City, New York",North America
735,Hancock High School,"New Orleans, Louisiana",North America
736,Hand Compound,New York,North America
737,Hand's Anzhou Laboratory,"Anzhou, China",Asia
738,Hand's Brooklyn Warehouse,"Brooklyn, New York City, New York",North America
739,Hangar SFC-S,United States of America,North America
740,Hanging Gardens of Babylon,"Babylon, Mesopotamia",Asia
741,Hannah Hutchins' House,"Batesville, Utah",North America
742,Hanselbauer Hotel,"Bad Wiessee, Germany",Europe
743,Happy Haus,"Los Angeles, California",North America
744,Happy Hogan's Condominium,"Long Island, New York City, New York",North America
745,Harbor Arms,"Oahu, Hawaii",Oceania
746,Harlem Women's Clinic,"Harlem, New York City, New York",North America
747,Harlem's Paradise,"199 Malcolm X Boulevard, Harlem, New York City, New York",North America
748,Harokin,Nine Realms,
749,Harold Meachum's Penthouse,"57th St. New York City, New York",
750,Hartford,Connecticut,North America
751,Harvard University,"Cambridge, Massachusetts",North America
752,Hasan's House,"Bombay, India",Asia
753,Hattley Residence,"New York City, New York",North America
754,Hauser's Bakery,"New York City, New York",North America
755,Havana,Cuba,North America
756,Haven Hills,"Alabama, United States of America",North America
757,Havenworth Federal Penitentiary,United States of America,North America
758,Hawaii,United States of America,Oceania
759,Hawk Nests,Asgard,
760,Heian-Kyo,Japan,Asia
761,Hel,"Niflheim, Nine Realms",
762,Hell's Harbor,United States of America,North America
763,Helmut Zemo's Garage,,
764,Helmut Zemo's Latvian Residence,"Riga, Latvia",Europe
765,Helsinki,Finland,Europe
766,Helstrom Residence,"Portland, Oregon",North America
767,Henderson,"Nevada, United States of America",North America
768,Herefordshire,England,Europe
769,Herman's Hearty Slice,"New York City, New York",North America
770,Hernandez Ranch,Yucatán,North America
771,Hess Residence,"New Orleans, Louisiana",North America
772,Hidden Stronghold,Asgard,
773,Himalayas,Earth,Asia
774,Himinbjorg,Asgard,
775,Hiroshima,Japan,Asia
776,Hive's Hideout,Earth,
777,Hoboken,"New Jersey, United States of America",North America
778,Hogarth & Associates Law Office,"New York City, New York",North America
779,"Hogarth, Chao & Benowitz Office","115 West 42nd Street[1], New York City, New York",North America
780,Hokkaido,Japan,Asia
781,Homeland Security Headquarters,"60 Lafayette Street[1], New York City, New York",North America
782,Homeland Security Safe House,United States of America,
783,Honduras,Earth,North America
784,Honest Eddie's Car Dealership,South Carolina,North America
785,Honeycomb World,Multiverse,
786,Hong Kong,China,Asia
787,Hong Kong Centipede Base,"Hong Kong, China",Asia
788,Hong Kong Sanctum,"Hong Kong, China",Asia
789,Honolulu,"Hawaii, United States of America",Oceania
790,Honolulu Police Station,"Honolulu, Hawaii",Oceania
791,Hope Shlottman's Apartment,"New York City, New York",North America
792,Hoskins Family Flowers,"Custer's Grove, Georgia",North America
793,Hostel,"Los Angeles, California",North America
794,Hotel Cosmopolitan,"New York City, New York",North America
795,Hotel de Paris,"Monte Carlo, Monaco",Europe
796,Hotel DeMatteis,"Venice, Italy",Europe
797,Hotel Inessa,Russia,
798,Hotel La Ona,"Miami, Florida",North America
799,Hotel Roosevelt,"Los Angeles, California",North America
800,House of Games,"Kitson City, Kitson",
801,Houston,"Texas, United States of America",North America
802,Howard Stark's Estate,"Los Angeles, California",North America
803,Howard Stark's Mansion,"New York City, New York",North America
804,Howard Stark's Penthouse,"New York City, New York",North America
805,Howard Stark's Warehouse,New York,North America
806,Howard University,"Washington, D.C., United States of America",North America
807,Hub (S.H.I.E.L.D. Facility),Alaska,North America
808,Hub (Space Station),,
809,Hudson Diner,"Westview, New Jersey",North America
810,Hunan,China,Asia
811,Hungary,Earth,Europe
812,Huntsville,"Alabama, United States of America",North America
813,Husvik,"Norway, Europe",Europe
814,Husøy,"Norway, Europe",Europe
815,HYDRA Berlin Facility,"East Berlin, Germany",Europe
816,HYDRA Broadcasting Center,"Washington, D.C., Framework",North America
817,HYDRA Castle,"Gloucestershire, England",Europe
818,HYDRA Enlightenment Cultivation Center,"Washington, D.C.",North America
819,HYDRA Fortress,"Krähennest Thal, Austria[1]",Europe
820,HYDRA Headquarters,Swiss Alps[1],Europe
821,HYDRA Herefordshire Facility,"Herefordshire, England",Europe
822,HYDRA Laboratories,"Dover, Delaware",North America
823,HYDRA Preparatory Academy,Appalachian Mountains,North America
824,HYDRA Research Base,Sokovia,Europe
825,HYDRA Research Facility Number 4,Austria,Europe
826,HYDRA Siberian Facility,"Siberia, RussiaSiberia, Soviet Union (formerly)",Asia
827,HYDRA U-Base,Underwater cave off the coast of the Mediterranean,Europe
828,HYDRA Warehouse,United States of America,North America
829,HYDRA World,Multiverse,
830,Ian Quinn's Mansion,"Valletta, Malta",Europe
831,Ian Quinn's Villa,Italy,Europe
832,Ibiza,Spain,Europe
833,Idaho (state),United States of America,North America
834,Ideal Federal Savings Bank,"Washington, D.C.",North America
835,IFID Headquarters,"Lagos, Nigeria",Africa
836,Ijebu Ode,Nigeria,Africa
837,Il Rosso,"New York City, New York",North America
838,Illinois,United States of America,North America
839,Illuminati Headquarters,"Central Park, New York City",North America
840,India,Earth,Asia
841,Indiana,United States of America,North America
842,Indianapolis,"Indiana, United States of America",North America
843,Indigarr,,
844,Indonesia,Earth,Asia
845,Industrial Garments & Handling Facility,"New York City, New York",North America
846,Infernal Forge,Muspelheim,
847,Infinity Conez,"New Asgard, Norway",Europe
848,Inglewood,"California, United States of America",North America
849,Inhuman Royal Palace,"Attilan, Moon",
850,Interpol Black Site,"Moscow, Russia",Europe
851,Iowa,United States of America,North America
852,Iowa City,"Iowa, United States of America",North America
853,Iquitos,Peru,South America
854,Iran,Earth,Asia
855,Iraq,Earth,Asia
856,Ireland,Earth,Europe
857,Irie Taxi Garage,"New York City, New York",North America
858,Irish Channel Sober Living Center,"New Orleans, Louisiana",North America
859,Iron Lotus,Contraxia,
860,Isabela's Diner,"Puente Antiguo, New Mexico",North America
861,Ishtar Gate,"Babylon, Mesopotamia",Asia
862,Islamabad,Pakistan,Asia
863,Islamic Masjid of Jersey City,"Jersey City, New Jersey",North America
864,Isodyne Energy Headquarters,"Pasadena, California",North America
865,Israel,Earth,Asia
866,Istanbul,Turkey,AsiaEurope
867,Italy,Earth,Europe
868,Ivan Vanko's Workshop,"Moscow, Russia",Europe
869,Ivanov Oil Platform,Baltic Sea,Europe
870,Ivory Coast,Earth,Africa
871,Iwo Jima,Japan,Asia
872,Ixtenco,"Tlaxcala, Mexico",North America
873,Izel's Realm,Multiverse,
874,Izzy,"Brooklyn, New York City, New York",North America
875,Jabari Land,Wakanda,Africa
876,Jack Murdock's House,"New York City, New York",North America
877,Jackie Robinson Park,"Hamilton Height and Harlem, New York City, New York",North America
878,Jagalchi Market Casino,"Busan, South Korea",Asia
879,Jakarta,Indonesia,Asia
880,Jake Nelson's Apartment,"New York City, New York",North America
881,Jalisco,Mexico,North America
882,Jamaica,Earth,North America
883,James Wong's Apartment,"New York City, New York",North America
884,Jane Foster's Apartment,"London, England",Europe
885,Japan,Earth,Asia
886,Jarvis Residence,"New York City, New York",North America
887,Jeddah,Saudi Arabia,Asia
888,Jeri Hogarth's Apartment,"New York City, New York",North America
889,Jericho (city),Palestine,Asia
890,Jersey City,"New Jersey, United States of America",North America
891,Jerusalem,PalestineIsrael,Asia
892,Jessica Jones' Apartment Building,"485 W 46th Street, New York City, New York",North America
893,Jewel House,"London, England",Europe
894,JFK International Airport,"New York City, New York",North America
895,Jigsaw's Hideout,New York City,North America
896,Joe's Pizza,"New York City, New York",North America
897,Johannesburg,South Africa,Africa
898,John Collins' House,"Westview, New Jersey",North America
899,John Raymond's Hideout,"New York City, New York",North America
900,Johnson Residence,"New Orleans, Louisiana",North America
901,Joint Counter Terrorist Centre Building,"Berlin, Germany",Europe
902,Joint Dark Energy Mission Facility,"Mojave Desert, Nevada",North America
903,Jonas & James,"New York City, New York",North America
904,Jonathan Pangborn's Workshop,"New York City, New York",North America
905,Jones Residence,"Caldwell, New Jersey",North America
906,Jones-Watson Residence,"New York City, New York",North America
907,Jonesboro,"Arkansas, United States of America",North America
908,Jordan,Earth,Asia
909,Josie's Bar,"New York City, New York",North America
910,Jotunheim,Nine Realms,
911,Joy Meachum's Apartment,"New York City, New York",North America
912,JT James' Residence,South Dakota,North America
913,Jupiter,Solar System,
914,Justin Boden's Penthouse,"New York City, New York",North America
915,Juárez,"Chihuahua, Mexico",North America
916,K'un-Lun,Multiverse,
917,Kabul,Afghanistan,Asia
918,Kaena Point Air Force Base,"Oahu, Hawaii",Oceania
919,Kalyan,India,Asia
920,Kamar-Taj,"Kathmandu, Nepal",Asia
921,Kandahar,Afghanistan,Asia
922,Kano,Nigeria,Africa
923,Kansas,United States of America,North America
924,Kansas City,"Kansas, United States of America",North America
925,Karachi,"Sindh, India (formerly)Sindh, Pakistan",Asia
926,Karachi Station,"Karachi, Sindh, India (formerly)Karachi, Sindh, Pakistan",Asia
927,Karapetyan Apartment,"San Francisco, California",North America
928,Karen Page's Apartment,"New York City, New York",North America
929,Kate Bishop's Apartment,"New York City, New York",North America
930,Kathmandu,Nepal,
931,Kauai,"Hawaii, United States of America",Oceania
932,Kazakhstan,Earth,AsiaEurope
933,Kazan's Gym,"Brooklyn, New York City, New York",North America
934,KB Toys Store,"New York City, New York",North America
935,Kearny Point ICE Facility,New Jersey,North America
936,Keener Residence,"Rose Hill, Tennessee",North America
937,Kent,England,Europe
938,Kentucky,United States of America,North America
939,Kenya,Earth,Africa
940,Key Largo,"Florida, United States of America",North America
941,Key West,"Florida, United States of America",North America
942,Keystone Quadrant,,
943,KGB Archive Building,"Moscow, Russia",Europe
944,Khan Residence,"179 Grove Street, Jersey City, New Jersey",North America
945,Khartoum,Sudan,Africa
946,Khonshu's Temple,Egypt,Africa
947,Kiev,Ukraine,Europe
948,Kilgrave's Apartment,"New York City, New York",North America
949,Kingsport,"Tennessee, United States of America",North America
950,Kingston,Jamaica,North America
951,Kirby Residential Spires,"Sakaar City, Sakaar",
952,Kirby's,United States of America,North America
953,Kirschner and Brown Building,"New York City, New York",North America
954,Kitson,,
955,Kitson City,Kitson,
956,Knowhere,,
957,Kolkata,India,Asia
958,Korbin,,
959,Korea,,Asia
960,Krasnoyarsk Krai,Russia,Europe
961,Kree City,"Underneath San Juan, Puerto Rico",
962,Krishna Mandir Temple,"Kathmandu, Nepal",Asia
963,Krista Dumont's Apartment,"New York City, New York",North America
964,Krylor,,
965,Kuala Lumpur,Malaysia,Asia
966,Kummersdorf,Germany,Europe
967,Kunar,Afghanistan,Asia
968,Kurhotel Ströszek,"Berlin, Germany",Europe
969,Kursk,Soviet UnionRussia,Europe
970,Kuwait,Earth,Asia
971,Kyln,,
972,Kylos,,
973,L&L Automat,"New York City, New York",North America
974,La Comtesse Furieuse,United States of America,North America
975,La Martinique,"New York City, New York",North America
976,Labyrinth,"Pleasant Hill, California",
977,Lagos,Nigeria,Africa
978,LaGuardia Airport,"New York City, New York",North America
979,Lake Ontario,"New York, United States of AmericaOntario, Canada",North America
980,Lamentis-1,,
981,Lancaster,"California, United States of America",North America
982,Landman and Zack Building,"New York City, New York",North America
983,Langley,"Fairfax County, Virginia, United States of America",North America
984,Laos,Earth,Asia
985,Larkville,"Ohio, United States of America",North America
986,Larkville County Sheriff Station,"Larkville, Ohio",North America
987,Las Vegas,"Nevada, United States of America",North America
988,Latvia,Earth,Europe
989,Latvian GRC Resettlement Camp,"Riga, Latvia",Europe
990,Laura Creek,Australia,Oceania
991,Laura Creek Station,"Laura Creek, Australia",Oceania
992,Leaning Tower of Pisa,"Pisa, Italy",Europe
993,Lebanon,Earth,Asia
994,Leeds,"England, United Kingdom",Europe
995,Leeds Residence,"New York City, New York",North America
996,Leipzig-Halle Airport,"Schkeuditz, Germany",Europe
997,Leitner,,
998,Leni's Cafe,"New Orleans, Louisiana",North America
999,Leonard Samson's House,"Willowdale, Virginia",North America
1000,Levallois-Perret,France,Europe
1001,Lexington,"Kentucky, United States of America",North America
1002,Liberty Statue,"Budapest, Hungary",Europe
1003,Libya,Earth,Africa
1004,Lieber Academy,"Savannah, Georgia",North America
1005,Lieberman Residence,"New York City, New York",North America
1006,Life-Aid Pharmacy,"Westview, New Jersey",North America
1007,Lighthouse,"Lake Ontario, United States of America",North America
1008,Lighthouse of Alexandria,"Alexandria, EgyptVoid (alternate timeline)",Africa
1009,Lima,Peru,South America
1010,Limoux,France,Europe
1011,Lincoln,Nebraska,North America
1012,Lincoln Memorial,"Washington, D.C.",North America
1013,Lindmore Residence,"Nevada, United States of America",North America
1014,Linello's,"Cortlandt Alley, Little Italy[1], New York City, New York",North America
1015,Linköping,Sweden,Europe
1016,Lisbon,Portugal,Europe
1017,List of Fictional Cities,,
1018,Lithuania,Earth,Europe
1019,Lithuanian GRC Supply Depot,"Vilnius, Lithuania",Europe
1020,Little Per Live,New Orleans,North America
1021,Liverpool,"England, United Kingdom",Europe
1022,Living Tribunal Statue World,Multiverse,
1023,Llactapata,Peru,South America
1024,Llactapata Temple,"Llactapata, Peru",South America
1025,Lleida,Spain,Europe
1026,Loki Palace,Void,
1027,Loki's Hideout,Earth,
1028,Lola's Roadhouse,Michigan,North America
1029,Lomé,Togo,Africa
1030,London,"England, United Kingdom",Europe
1031,London Sanctum,"London, England",Europe
1032,Londonderry,New Hampshire,North America
1033,Long Beach,"California, United States of America",North America
1034,Long Island City Rail Terminal,"New York City, New York",North America
1035,Lopez Residence,"New York City, New York",North America
1036,Los Alamos,"New Mexico, United States of America",North America
1037,Los Angeles,"California, United States of America",North America
1038,Los Angeles Bus Depot,"Los Angeles, California",North America
1039,Los Angeles County Coroner Building,"Los Angeles, California",North America
1040,Los Angeles County Hall of Justice,"Los Angeles, California",North America
1041,Los Angeles Mercy Hospital,"Los Angeles, California",North America
1042,Los Angeles Penitentiary,"Los Angeles, California",North America
1043,Los Angeles Waste Management Facility,"Los Angeles, California",North America
1044,Los Angeles Women's Penitentiary,"Los Angeles, California",North America
1045,Lost Library of Cagliostro,Earth,
1046,Louise Fisher's Residence,California,North America
1047,Louisiana,United States of America,North America
1048,Love By The Sea,"New York City, New York",North America
1049,Lower Caste Living Quarters,"Attilan, Moon",
1050,Luanda,Angola,Africa
1051,Lucerne,Switzerland,Europe
1052,Lugoj,Romania,Europe
1053,Luke Cage Heroin Warehouse,"New York City, New York",North America
1054,Luke Cage's Apartment,"New York City, New York",North America
1055,Luke's,"New York City, New York",North America
1056,Lunt-Fontanne Theatre,"New York City, New York",North America
1057,Luxembourg,Earth,Europe
1058,Lyndhurst Home for Boys,"New York City, New York",North America
1059,Lyonne Residence,"New York City, New York",North America
1060,M&B Hardware,"Westview, New Jersey",North America
1061,MacArthur Grand Hotel,"Los Angeles, California",North America
1062,Macau,"China, Asia",Asia
1063,Macedonia,"Present day North Macedonia, Bulgaria, Albania, Greece, Serbia, Romania, Turkey",Europe
1064,Mackenzie Residence,"Naperville, Illinois",North America
1065,Macon,"Georgia, United States of America",North America
1066,Madagascar,Earth,Africa
1067,Madame Gao's Warehouse,"New York City, New York",North America
1068,Madani Residence,"New York City, New York",North America
1069,Madison,Wisconsin,North America
1070,Madison Square Garden,"New York City, New York",North America
1071,Madrid,Spain,Europe
1072,Madripoor,Earth,Asia
1073,Maggie Lang's House,"840 Winter Street, San Francisco, California",North America
1074,Majorca,Spain,Europe
1075,Makapu'u Beach,"Oahu, Hawaii",Oceania
1076,Malaysia,Earth,Asia
1077,Malcolm Ducasse's Apartment,"Jessica Jones' Apartment Building, New York City, New York",North America
1078,Maldives,Earth,Asia
1079,Malibu,"California, United States of America",North America
1080,Malick Mansion,"Los Angeles, California",North America
1081,Malta,Earth,Europe
1082,Malted's,"Brooklyn, New York City, New York",North America
1083,Malus Residence,"New York City, New York",North America
1084,Manama,Bahrain,Asia
1085,Manassas,"Virginia, United States of America",North America
1086,Manassas Public Library,"Manassas, Virginia",North America
1087,Manchester,"England, United Kingdom",Europe
1088,Mancini's,"New York City, New York",North America
1089,Mandelibus Dimension,Multiverse,
1090,Manhattan Bridge,"New York City, New York",North America
1091,Manitoba,Canada,North America
1092,Manitowoc,"Wisconsin, United States of America",North America
1093,Mar-Vell's Laboratory,,
1094,Marci Stahl's Apartment,"New York City, New York",North America
1095,Marcus Mackenzie's House,Illinois,North America
1096,Maria Hill's Field Office,Classified,
1097,Maria Pinto,Chile,South America
1098,Mariah Dillard's Brownstone,"New York City, New York",North America
1099,Marine Vivarium Desalination Plant,"Los Angeles, California",North America
1100,Marrakech,Morocco,Africa
1101,Mars,Solar System,
1102,Marseille,France,Europe
1103,Mary Walker's Apartment,"Murray Hill, New York City, New York",North America
1104,Maryland,United States of America,North America
1105,Massachusetts,United States of America,North America
1106,Massachusetts Institute of Technology,"Cambridge, Massachusetts",North America
1107,Matt Murdock's Apartment,"New York City, New York",North America
1108,Maui,"Hawaii, United States of America",Oceania
1109,Maveth,,
1110,Maximoff Residence,"Novi Grad, Sokovia",Europe
1111,Maya Lopez's Apartment,"3715 Godfrey Road, New York City, New York",North America
1112,Mazur's Garage,"New York City, New York",North America
1113,McFeeney's,"New York City, New York",North America
1114,McGuire Air Force Base,New Jersey,North America
1115,Meachum Residence,"19 Gramercy Park, New York City, New York",North America
1116,Medina,Asgard,
1117,Melbourne,"Victoria, Australia",Oceania
1118,Melina Vostokoff's Homestead,"Saint Petersburg, Russia",Europe
1119,Melvin Potter's New Workshop,"New York City, New York",North America
1120,Melvin Potter's Workshop,"New York City, New York",North America
1121,Memory Lane,"New York City, New York",North America
1122,Memphis,"Tennessee, United States of America",North America
1123,Merchant & Treasury Service,"Delacroix, Louisiana",North America
1124,Mercury,Solar System,
1125,Merlin Discount Furniture,"Washington Heights, New York City, New York",North America
1126,Mesa,"Arizona, United States of America",North America
1127,Mesopotamia,"Present day Iraq, Iran, Kuwait, Syria, Turkey",Asia
1128,Metaire,"Louisiana, United States of America",North America
1129,Metro Diner,"New York City, New York",North America
1130,Metro-General Hospital,"479 W 58th Street, New York City, New York, 10019",North America
1131,Metrolake Bank,"New Orleans, Louisiana",North America
1132,Mexico,Earth,North America
1133,Mexico City,Mexico,North America
1134,Miami,"Florida, United States of America",North America
1135,Michigan,United States of America,North America
1136,Micro's Hideout,"New York City, New York",North America
1137,Midland Circle,"560 West 44th Street, New York City, New York",North America
1138,Midtown School of Science and Technology,"New York City, New York",North America
1139,Mike's Beer,"River's End, New York",North America
1140,Milan,Italy,Europe
1141,Miles Lydon's Apartment,"2108 Lavaca Street, Austin, Texas",North America
1142,Milton Keynes,"England, United Kingdom",Europe
1143,Milton Keynes Prison,"Milton Keynes, England",Europe
1144,Milwaukee,"Wisconsin, United States of America",North America
1145,Mindy Peterson's House,United States of America,North America
1146,Minnesota,United States of America,North America
1147,Minoru Mansion,"Los Angeles, California",North America
1148,Minsk,Belarus,Europe
1149,Mirror Dimension,Multiverse,
1150,Mirror World,Multiverse,
1151,Missouri,United States of America,North America
1152,Misty Knight's Apartment,"New York City, New York",North America
1153,Mobile Laboratory,,
1154,Mogadishu,Somalia,Africa
1155,Moira Brandon's Apartment,"New York City, New York",North America
1156,Mojave Desert,United States of America,North America
1157,Momo Korean Restaurant,"Los Angeles, California",North America
1158,Monaco,Earth,Europe
1159,Money Hustle Gang's Hideout,New Orleans,North America
1160,Mongolia,Earth,Asia
1161,Montana,United States of America,North America
1162,Monte Carlo,Monaco,Europe
1163,Montebello,"California, United States of America",North America
1164,Monterey,"California, United States of America",North America
1165,Montevideo,Uruguay,South America
1166,Montréal,"Quebec, Canada",North America
1167,Moon,Solar System,
1168,Morag,Andromeda Galaxy,
1169,Morocco,Earth,Africa
1170,Moscow,RussiaSoviet Union (formerly),Europe
1171,Moscow State University,"Moscow, Russia",Europe
1172,Mosul,Iraq,Asia
1173,Mother's Touch,"Harlem, New York City, New York",North America
1174,Mount Bashenga,Wakanda,Africa
1175,Mount Calvary Baptist Church,"Savannah, Georgia",North America
1176,Mount Everest,ChinaNepal,Asia
1177,Mount Kylos,Kylos,
1178,Mount Olivet Baptist Church,"Harlem, New York City, New York",North America
1179,Mount Rushmore National Memorial,"Black Hills, South Dakota",North America
1180,Mount Zion Cemetery,"Queens, New York City, New York",North America
1181,Mr. Toppy's Toys,"Los Angeles, California",North America
1182,Muir Woods,California,North America
1183,Multiverse,,
1184,Mumbai,India,Asia
1185,Muncie,"Indiana, United States of America",North America
1186,Munich,Germany,Europe
1187,Munkerekka,"Norway, Europe",Europe
1188,Murphy's,"New York City, New York",North America
1189,Museum of Great Britain,"London, England",Europe
1190,Museum of Modern Art,"New York City, New York",North America
1191,Museum of Natural History,"Muncie, Indiana",North America
1192,Muskingum County,"Ohio, United States of America",North America
1193,Muspelheim,Nine Realms,
1194,Muzaffarpur,India,Asia
1195,Mykonos,Greece,Europe
1196,Mystery Planet,,
1197,N'Jobu's Safehouse,"Oakland, California",North America
1198,Nadeem Residence,"New York City, New York",North America
1199,Nadeer Residence,United States of America,North America
1200,Nairobi,Earth,Africa
1201,Nakajima Residence,"New York City, New York",North America
1202,Nana B's Residence,"Los Angeles, California",North America
1203,Napa County,"California, United States of America",North America
1204,Naperville,"Illinois, United States of America",North America
1205,Naro-Atzia,,
1206,Narobia,,Africa
1207,Nashville,"Tennessee, United States of America",North America
1208,National Art Gallery,"London, England",Europe
1209,Natural History Museum,"London, England",Europe
1210,Nazi-Occupied Danish Straits,Denmark,Europe
1211,Nebraska,United States of America,North America
1212,Nefaria Compound,,
1213,Negril,Jamaica,North America
1214,Nelson and Murdock Law Office,"New York City, New York",North America
1215,Nelson's Meats,"Hell's Kitchen, New York City, New York",North America
1216,Nepal,Earth,Asia
1217,Neptune,Solar System,
1218,Neptune's Net,"Malibu, California",North America
1219,Neptune's World Aquarium,"New York City, New York",North America
1220,Netherlands,Earth,Europe
1221,Nevada,United States of America,North America
1222,Nevers,France,Europe
1223,New Asgard Docks,"New Asgard, Norway",Europe
1224,New Asgard Infirmary,"New Asgard, Norway",Europe
1225,New Asgard Town Hall,"New Asgard, Norway",Europe
1226,New Delhi,India,Asia
1227,New Hampshire,United States of America,North America
1228,New Haven,"Connecticut, United States of America",North America
1229,New Jersey,United States of America,North America
1230,New Jersey AvengerCon,"Camp Lehigh, Wheaton, New Jersey",
1231,New Mexico,United States of America,North America
1232,New Orleans,"Louisiana, United States of America",North America
1233,New Orleans County General Hospital,"New Orleans, Louisiana",North America
1234,New Orleans Police Department Station,"New Orleans, Louisiana",North America
1235,New Rochelle,"New York, United States of America",North America
1236,New York,United States of America,North America
1237,New York Academy of Medicine,"1216 Fifth Avenue, New York City, New York",North America
1238,New York Bell Company Office,"New York City, New York",North America
1239,New York Bulletin Building,"New York City, New York",North America
1240,New York City,"New York, United States of America",North America
1241,New York City FBI Office,"New York City, New York",North America
1242,New York City Hall,"New York City, New York",North America
1243,New York Sanctum,"177A Bleecker Street, Greenwich Village, New York City, New York",North America
1244,New York State Supreme Court Building,"New York City, New York",North America
1245,New York University,"New York City, New York, United States of America",North America
1246,New Zealand,Earth,Oceania
1247,Newark,"New Jersey, United States of America",North America
1248,Newark Liberty International Airport,"Newark, New Jersey",North America
1249,NEXUS Internet Hub,"Oslo, Norway",Europe
1250,Nexus of All Realities,Multiverse,
1251,Nicaragua,Earth,North America
1252,Nick Fury's Hideout,"Venice, Italy",Europe
1253,Nidavellir,Nine Realms,
1254,Nielson Residence,"Westview, New Jersey",North America
1255,Niflheim,Nine Realms,
1256,Nigel Garrison's Residence,"New York City, New York",North America
1257,Nigeria,Earth,Africa
1258,Niku,"New York City, New York",North America
1259,Nine Realms,Earthly PlaneYggdrasil,
1260,Nix,,
1261,Nome,"Alaska, United States of America",North America
1262,Nonna's,"New York City, New York",North America
1263,Noor Dimension,Multiverse,
1264,Norfolk,"Virginia, United States of America",North America
